Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Ridley,Luigi,1,1,0,3,127,12.012,3.274,3.335,1.1,1.0,3.669,3.274,22.317,13.579
Ridley,Pichu,2,1,0,3,0,19.593,4.0,4.665,1.05,1.0,4.898,4.0,41.91,17.579
Ridley,Daisy,3,1,0,4,158,24.562,4.097,5.995,1.0,1.0,5.995,4.097,66.472,21.676
Hero,Roy,1,1,0,4,131,14.887,4.251,3.335,1.05,1.0,3.502,4.251,24.889,14.253
Hero,Shulk,2,1,0,3,61,15.331,3.651,4.665,0.9,1.0,4.199,3.651,40.22,17.905
Hero,Simon,3,1,0,3,66,20.633,3.623,5.995,0.95,1.0,5.695,3.623,60.853,21.528
Robin,Peach,1,1,0,3,87,12.266,3.503,3.335,1.05,1.0,3.502,3.503,21.964,13.201
Robin,Daisy,2,1,0,3,60,16.208,3.657,4.665,0.95,1.0,4.432,3.657,38.172,16.858
Robin,Ice Climbers,3,1,0,4,138,26.51,4.211,5.995,1.05,1.0,6.295,4.211,64.682,21.069
Pyra & Mythra,Marth,1,1,0,3,16,13.035,3.909,3.335,1.0,1.0,3.335,3.909,22.127,13.001
Pyra & Mythra,Inkling,2,1,0,3,76,14.971,3.566,4.665,0.9,1.0,4.199,3.566,37.098,16.566
Pyra & Mythra,Robin,3,1,0,3,70,18.345,3.6,5.995,0.85,1.0,5.096,3.6,55.442,20.166
Piranha Plant,Inkling,1,1,0,1,10,6.155,1.943,3.335,0.95,1.0,3.168,1.943,14.944,10.732
Piranha Plant,Kazuya,2,1,0,1,230,5.365,1.0,4.665,1.15,1.0,5.365,1.0,20.309,11.732
Piranha Plant,Pikachu,3,1,0,3,40,23.74,3.771,5.995,1.05,1.0,6.295,3.771,44.049,15.503
Lucas,Sora,1,1,0,3,3,14.611,3.983,3.335,1.1,1.0,3.669,3.983,23.097,12.469
Lucas,Hero,2,1,0,2,66,12.847,2.623,4.665,1.05,1.0,4.898,2.623,35.945,15.092
Lucas,Dr Mario,3,1,0,2,64,15.003,2.634,5.995,0.95,1.0,5.695,2.634,50.947,17.726
Kirby,Diddy Kong,1,1,0,3,98,12.046,3.44,3.335,1.05,1.0,3.502,3.44,19.926,11.32
Kirby,Samus,2,1,0,4,135,21.699,4.229,4.665,1.1,1.0,5.132,4.229,41.625,15.549
Kirby,Dark Pit,3,1,0,3,106,20.349,3.394,5.995,1.0,1.0,5.995,3.394,61.974,18.943
Kirby,Kazuya,4,1,0,3,92,0.912,3.474,1.0,1.05,4.0,0.263,3.474,62.886,22.417
Link,Kazuya,1,1,0,2,0,11.506,3.0,3.335,1.15,1.0,3.835,3.0,19.083,10.577
Link,Young Link,2,1,0,3,77,15.777,3.56,4.665,0.95,1.0,4.432,3.56,34.86,14.137
Link,Pyra & Mythra,3,1,0,3,57,23.129,3.674,5.995,1.05,1.0,6.295,3.674,57.988,17.811
Incineroar,Meta Knight,1,1,0,3,90,12.206,3.486,3.335,1.05,1.0,3.502,3.486,19.48,10.76
Incineroar,Palutena,2,1,0,2,56,12.502,2.68,4.665,1.0,1.0,4.665,2.68,31.982,13.44
Incineroar,Marth,3,1,0,4,161,24.46,4.08,5.995,1.0,1.0,5.995,4.08,56.442,17.52
King K Rool,Joker,1,1,0,3,35,13.94,3.8,3.335,1.1,1.0,3.669,3.8,20.911,10.771
King K Rool,Ken,2,1,0,1,0,9.33,2.0,4.665,1.0,1.0,4.665,2.0,30.241,12.771
King K Rool,Dark Pit,3,1,0,3,93,20.794,3.469,5.995,1.0,1.0,5.995,3.469,51.035,16.24
Dark Samus,Diddy Kong,1,1,0,3,9,13.168,3.949,3.335,1.0,1.0,3.335,3.949,19.836,10.617
Dark Samus,Cloud,2,1,0,1,67,7.167,1.617,4.665,0.95,1.0,4.432,1.617,27.003,12.234
Dark Samus,Mega Man,3,1,0,3,126,18.68,3.28,5.995,0.95,1.0,5.695,3.28,45.684,15.514
Duck Hunt,Wolf,1,1,0,3,129,11.426,3.263,3.335,1.05,1.0,3.502,3.263,17.184,9.021
Duck Hunt,Piranha Plant,2,1,0,4,137,17.706,4.217,4.665,0.9,1.0,4.199,4.217,34.889,13.238
Duck Hunt,Captain Falcon,3,1,0,2,50,17.899,2.714,5.995,1.1,1.0,6.595,2.714,52.789,15.952
Mii Gunner,Ike,1,1,0,2,117,7.775,2.331,3.335,1.0,1.0,3.335,2.331,12.321,6.877
Mii Gunner,Terry,2,1,0,3,146,16.245,3.166,4.665,1.1,1.0,5.132,3.166,28.566,10.043
Mii Gunner,Sonic,3,1,0,3,63,20.731,3.64,5.995,0.95,1.0,5.695,3.64,49.297,13.683
Ice Climbers,Isabelle,1,1,0,3,103,11.377,3.411,3.335,1.0,1.0,3.335,3.411,15.62,7.654
Ice Climbers,Falco,2,1,0,2,3,12.524,2.983,4.665,0.9,1.0,4.199,2.983,28.144,10.637
Ice Climbers,Sheik,3,1,0,3,35,20.503,3.8,5.995,0.9,1.0,5.396,3.8,48.647,14.437
Bowser,Duck Hunt,1,1,0,3,42,11.286,3.76,3.335,0.9,1.0,3.002,3.76,15.226,7.7
Bowser,Sheik,2,1,0,3,63,16.981,3.64,4.665,1.0,1.0,4.665,3.64,32.206,11.34
